ABK,53.744999,91.385002,2682.544800,VHF
AND,30.253334,121.218330,3.352800,VHF
BAV,40.560001,109.995003,3.352800,VHF
BLG,50.393333,127.426666,2289.657600,VHF
BRT,56.371666,101.686668,5181.904800,VHF
BSE,23.900000,106.650002,1890.369600,VHF
BTO,38.108334,116.578331,3.657600,VHF
CAN,23.173334,113.260002,3.352800,VHF
CGO,34.514999,113.843330,305.104800,VHF
CGQ,43.896667,125.190002,2438.704800,VHF
CHG,41.536667,120.433334,3.352800,VHF
CHW,39.849998,98.349998,158.800800,VHF
CKG,29.721666,106.643333,4273.296000,VHF
CSX,28.203333,113.216667,841.552800,VHF
CTU,30.575001,103.943336,4913.680800,VHF
DDG,40.259998,124.288330,3.352800,VHF
DHN,41.641666,122.116669,3.352800,VHF
DKO,40.314999,107.000000,3.352800,VHF
DLC,38.959999,121.513336,460.552800,VHF
ENH,30.291666,109.598335,3.352800,VHF
ENS,58.466667,92.116669,3.352800,VHF
ERE,43.638332,111.953331,3.352800,VHF
FJC,29.928333,104.305000,3.352800,VHF
FKG,44.166668,87.983330,3.352800,VHF
FOC,25.940001,119.661667,3.352800,VHF
FQG,25.740000,119.383331,3.352800,VHF
GK,39.231667,125.681664,701.344800,VHF
GLN,22.709999,114.035004,3.352800,VHF
GMA,23.533333,99.400002,11469.928800,VHF
GYA,23.070000,112.486664,305.409600,VHF
HET,40.849998,111.820000,10799.368800,VHF
HFE,31.780001,117.301666,3.352800,VHF
HGH,30.326666,120.223335,3.352800,VHF
HLD,49.201668,119.823334,6614.464800,VHF
HLH,46.195000,122.010002,3.352800,VHF
HMI,42.833332,93.650002,3.352800,VHF
HRB,45.623333,126.260002,3.352800,VHF
HSH,31.368334,121.843330,3.352800,VHF
HSN,29.931667,122.361664,3.352800,VHF
HUR,40.330002,116.748337,3.352800,VHF
HYN,28.583334,109.449997,-999.000000,VHF
IRK,52.270000,104.388336,5191.048800,VHF
JIG,35.528332,105.720001,3.352800,VHF
JMU,46.838333,130.461670,3.352800,VHF
JTA,37.195000,104.080002,3.352800,VHF
KCA,41.716667,83.000000,3.352800,VHF
KMG,25.016666,102.733330,19190.512800,VHF
KOW,25.821667,114.915001,3.352800,VHF
KRS,56.169998,92.508331,2972.104800,VHF
KWE,26.520000,106.794998,3.352800,VHF
KWL,25.209999,110.038330,1893.112800,VHF
KYU,42.633335,124.008331,3.352800,VHF
KZL,51.590000,94.206665,3.657600,VHF
LBN,23.731667,109.231667,1100.632800,VHF
LIG,27.626667,113.526665,850.696800,VHF
LJG,26.219999,119.546669,3.352800,VHF
LKO,29.916666,113.696663,3.352800,VHF
LLC,28.068333,112.211670,3.352800,VHF
LUX,39.738335,118.728333,3.352800,VHF
LXI,24.538334,103.743332,3.352800,VHF
MLT,20.151667,110.673332,3.352800,VHF
NDG,47.240002,123.919998,3.352800,VHF
NGB,29.826666,121.459999,61.264800,VHF
NHW,31.081667,121.573334,3.657600,VHF
NKG,31.995001,118.811668,3.352800,VHF
NLG,22.531666,113.563332,3.352800,VHF
NNG,22.625000,108.196663,3.352800,VHF
NRG,56.900002,124.883331,3.352800,VHF
NSE,31.745001,118.863335,302.361600,VHF
NSH,33.318333,108.311668,3.352800,VHF
NVD,54.883335,99.066666,-999.000000,VHF
PEK,40.051109,116.600555,609.904800,VHF
POU,23.033333,113.183334,61.264800,VHF
PSN,34.299999,117.966667,299.313600,VHF
PUD,31.168333,121.779999,3.352800,VHF
QJG,29.046667,106.653336,3.352800,VHF
QNX,27.041666,106.029999,3.352800,VHF
SEY,41.638332,123.480003,588.568800,VHF
SHA,31.200001,121.331665,140.512800,VHF
SHK,22.498333,113.901665,3.352800,VHF
SHL,23.090000,113.853333,305.409600,VHF
SHR,28.416666,117.966667,3.352800,VHF
SHY,30.950001,121.861664,3.352800,VHF
SIA,34.441666,108.754997,4877.104800,VHF
SJW,38.279999,114.701668,689.152800,VHF
SWA,23.440001,116.769997,305.104800,VHF
SYX,18.306667,109.173332,366.064800,VHF
SZX,22.645000,113.803337,61.264800,VHF
